GeneID	I1_plate5_F_5	I1_plate5_F_6	I1_plate5_A_7	I1_plate11_H_10	I1_plate9_H_1	I1_plate10_F_2	I1_plate11_H_6	I1_plate16_B_10	I1_plate17_A_7	I1_plate9_A_3	I1_plate6_E_7	I1_plate16_G_3	I1_plate16_E_7	I1_plate5_G_9	I1_plate16_E_12	I1_plate5_F_3	I1_plate8_D_6	I1_plate17_F_12	I1_plate16_F_4	I1_plate10_B_2	I1_plate6_E_6	I1_plate6_D_12	I1_plate18_H_1	I1_plate15_C_8	I1_plate8_B_7	I1_plate6_C_6	I1_plate7_C_12	I1_plate5_F_10	I1_plate8_G_6	I1_plate19_B_6	I1_plate7_E_3	I1_plate15_G_12	I1_plate19_A_7	I1_plate4_H_9	I1_plate15_E_9	I1_plate19_D_6	I1_plate6_G_11	I1_plate19_E_5	I1_plate18_H_8	I1_plate7_G_9	I1_plate18_G_2	I1_plate4_B_12	I1_plate19_F_10	I1_plate5_G_1	I1_plate15_D_10	I1_plate7_F_5	I1_plate17_H_1	I1_plate3_F_10	I1_plate17_B_4	I1_plate6_A_6	I1_plate7_H_4	I1_plate19_D_1	I1_plate4_F_8	I1_plate16_A_6	I1_plate3_A_10	I1_plate4_G_8	I1_plate4_F_9	I1_plate4_A_1	I1_plate15_B_11	I1_plate3_A_12	I1_plate19_B_12	I1_plate3_F_3	I1_plate8_D_10	I1_plate9_F_6	I1_plate6_E_2	I1_plate9_H_11	I1_plate8_G_1	I1_plate15_B_1	I1_plate17_B_1	I1_plate16_B_2	I1_plate16_C_9	I1_plate6_F_8	I1_plate11_F_1	I1_plate7_B_6	I1_plate19_A_4	I1_plate8_E_11	I1_plate10_B_4	I1_plate10_C_2	I1_plate8_A_2	I1_plate10_F_8	I1_plate3_D_3	I1_plate18_H_6	I1_plate8_B_9	I1_plate18_F_5	I1_plate15_A_12	I1_plate17_E_8	I1_plate3_C_11	I1_plate15_H_5	I1_plate4_B_3	I1_plate18_C_3	I1_plate17_C_7	I1_plate18_D_3	I1_plate15_F_5	I1_plate9_C_6	I1_plate16_C_6	I1_plate15_G_8	I1_plate9_B_2	I1_plate11_A_2	I1_plate17_A_9	I1_plate17_A_4
TM2D3 (ENSG00000184277)	0	1	28	46	71	0	0	0	114	73	38	9	0	21	0	52	0	151	0	48	0	0	4	0	0	0	0	94	0	62	0	18	0	0	8	0	32	23	59	0	0	325	0	6	1	30	129	0	58	0	31	0	82	0	0	115	1	60	3	0	0	0	1	175	1	0	38	15	0	0	0	0	0	0	0	0	10	0	18	0	0	0	0	114	126	51	0	0	46	90	110	5	0	38	0	0	0	132	119	63
TSSC4 (ENSG00000184281)	0	181	89	0	0	0	52	0	0	82	0	0	0	1	137	142	64	273	0	0	0	90	0	169	244	0	0	136	70	0	131	0	0	79	0	0	0	0	145	0	0	0	0	26	0	0	1	65	0	1	67	0	0	0	0	0	0	27	73	0	19	1	0	0	0	0	54	9	0	0	122	0	0	0	0	0	0	0	0	0	0	0	5	35	77	1	105	111	148	165	103	3	1	0	0	0	0	0	2	90
CLECL1 (ENSG00000184293)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER1 (ENSG00000184305)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	1	0	110	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	0	0	37	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	8	0	0	0	0	0	108	34	0	0	0	0	0	0	0	0	51	0	0
ZDHHC23 (ENSG00000184307)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	81	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH7 (ENSG00000184313)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	11	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	26	0	0	0
? (ENSG00000184348)	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	0	0	64	0	0	0	0	0	0	0
HIST1H1B (ENSG00000184357)	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	117	67	1	0	0	0	0	1	0	176	0	0	0	153	0	0	98	0	0	0	0	60	0	0	0	0	76	0	0	0	0	0	315	0	2	0	0	0	0	47	0	42	21	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	34	0	0	0	1	0	25	0	155	0	0	77	0	0	0	72	0	0	0	0
SPATA32 (ENSG00000184361)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D2 (ENSG00000184368)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
CSF1 (ENSG00000184371)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	185	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	1	0	0	0	0	56	0	0	0	0	0	0	118	0	0	0	0	0	231	0	0	0	0	0	0	0	0	1	0	0	0	38	0	115	0	215	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTRT3 (ENSG00000184378)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
PLA2G6 (ENSG00000184381)	1	0	0	0	0	2	37	0	38	0	0	0	0	0	137	0	0	0	0	0	0	0	45	0	0	21	113	0	0	0	0	337	0	0	193	0	0	0	0	0	79	1	0	1	0	0	0	0	0	0	0	0	0	99	0	59	24	18	0	6	143	0	0	58	0	10	0	30	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	101	0	1	0	0	0	0	0	0	27	0	0
MAML2 (ENSG00000184384)	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	2	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UMODL1-AS1 (ENSG00000184385)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
SS18L1 (ENSG00000184402)	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	29	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	8	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP1MT (ENSG00000184428)	0	0	0	0	0	108	0	0	0	0	17	0	111	0	72	285	48	0	0	39	3	0	4	0	0	145	0	1	0	0	9	0	0	104	41	0	0	0	0	0	0	0	0	54	0	0	1	183	0	0	0	0	0	261	118	97	36	1	0	14	0	63	92	13	35	0	43	0	0	0	119	0	192	0	0	1	0	1	3	0	0	75	1	0	56	0	0	0	71	88	0	1	0	0	0	108	0	0	0	0
COPB2 (ENSG00000184432)	142	0	0	112	63	53	25	0	0	0	0	0	124	11	34	26	7	0	68	3	3	1	30	312	0	2	30	0	77	0	1	0	0	3	85	134	195	0	0	98	0	0	0	19	36	12	39	208	0	0	117	0	168	0	12	180	0	0	0	0	1	6	82	0	0	0	35	217	0	0	0	0	0	0	0	0	3	0	0	257	215	0	29	55	276	11	0	246	106	0	0	0	0	0	0	0	10	23	1	19
LRRC19 (ENSG00000184434)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
THAP7 (ENSG00000184436)	0	0	0	0	61	0	154	0	55	16	0	80	0	55	0	0	0	0	0	0	0	0	218	0	0	88	0	0	0	0	0	0	14	83	0	0	0	0	0	0	0	0	0	11	0	0	124	172	147	0	2	0	0	0	0	0	35	1	72	36	0	5	93	47	0	0	146	48	0	0	0	0	1	1	1	0	3	0	0	0	0	94	0	0	0	0	12	33	114	282	158	0	0	0	0	0	0	0	0	0
KNTC1 (ENSG00000184445)	0	109	149	80	2	265	0	0	32	0	0	0	0	15	0	1	135	0	0	0	56	0	0	147	0	19	0	1	89	1	7	0	244	5	1	0	0	0	0	11	0	0	126	1	0	0	1	75	0	1	12	0	0	0	14	38	72	23	53	12	0	16	125	0	0	0	0	26	19	0	0	0	0	0	0	0	735	572	117	13	0	0	0	0	0	18	91	0	295	0	0	0	0	0	0	0	84	0	0	0
CCR10 (ENSG00000184451)	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR27 (ENSG00000184465)	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	61	0	0	0	0	3	78	0	0	0	0	0	0	0	0	0	0	44	83	0	0	0	0	0	54	0	45	0	0	0	0	0	0	0	0	0	24	2	0	0	66	9	0	0	61	0	0	58	0	0	0	0	45	0	39	7	0	0	0	0	37	0	24	0	0	109	0	55	0	0	0	0	0	0	0	0	0	0
TXNRD2 (ENSG00000184470)	0	0	0	1	0	1	0	1	64	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	160	41	0	2	0	31	42	0	0	0	86	0	0	0	0	0	1	0	0	153	0	0	0	0	0	1	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
FOXO4 (ENSG00000184481)	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
PTP4A3 (ENSG00000184489)	0	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	165	172	0	0	0	0	119	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROS1 (ENSG00000184500)	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	93	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDDC3 (ENSG00000184508)	0	0	4	0	0	1	0	0	40	0	84	0	214	1	0	0	1	0	0	0	0	66	2	10	0	139	0	0	0	0	46	0	32	0	0	84	63	207	10	0	73	52	0	0	0	0	3	10	92	0	83	3	0	0	42	79	0	15	0	0	28	0	0	50	0	7	0	71	37	1	0	1	0	3	0	0	22	0	0	0	30	0	0	0	0	0	76	74	0	6	0	0	0	0	0	0	28	0	0	1
BEX5 (ENSG00000184515)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	17	0	0	0	15	0	0	0	0	0	56	0	4	138	0	0	0	51	0	0	0	36	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	86	0	0	8	12	0	0	0
ZFP1 (ENSG00000184517)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	72	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	74	0	0	0	0
SOCS3 (ENSG00000184557)	0	83	0	0	0	1	0	0	117	124	3	0	0	0	0	0	0	395	0	0	0	0	0	160	0	0	0	0	0	0	17	0	0	0	173	0	0	0	0	123	124	167	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	110	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	1	0	0	0	0	0	0	0	0
? (ENSG00000184566)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPAR5 (ENSG00000184574)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
XPOT (ENSG00000184575)	0	109	139	0	0	196	0	9	0	10	0	474	14	8	0	81	0	1	144	69	71	0	41	0	0	0	0	0	0	39	0	0	0	28	0	62	0	66	0	0	74	0	0	16	136	82	6	0	359	0	0	127	0	138	2	0	13	0	67	0	22	0	34	137	36	10	2	0	0	238	68	0	0	66	38	1	0	0	4	93	13	12	8	75	21	5	285	0	55	100	0	57	1	3	1	1	6	2	1	0
TMEM173 (ENSG00000184584)	0	135	0	207	0	0	54	224	155	84	1	742	123	1	118	66	4	644	0	26	1	0	353	516	374	0	595	0	0	106	0	0	148	35	0	161	69	76	387	54	0	91	120	58	337	126	3	237	517	1	15	107	259	133	130	15	106	15	58	51	277	97	2	85	207	33	84	58	0	180	0	164	1	1	32	108	104	25	339	0	9	1	57	162	124	0	504	240	0	59	0	64	0	50	19	1	5	0	3	1
PDE4B (ENSG00000184588)	18	0	0	0	0	23	0	1	0	0	22	0	0	0	0	4	0	0	0	0	0	59	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	3	7	0	0	11	0	2	0	0	0	0	24	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	20	210	0	0	0	40	0	12	0	0	0	0	0	0	0
SNN (ENSG00000184602)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	186	0	0	69	0	42	0	0	0	0	0	0
KRBA2 (ENSG00000184619)	4	0	0	0	15	86	0	0	0	0	0	0	108	9	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	82	0	0	9	0	0	0	0	0	0	0	0	89	0	0	51	0	0	0	3	70	0	0	0	0	0	0	0	0	0	49	1	1	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED12 (ENSG00000184634)	2	0	0	0	0	0	0	0	0	0	93	0	1	0	0	0	7	20	0	10	1	0	0	0	371	1	23	0	75	0	1	0	0	50	0	0	22	0	0	0	0	0	0	15	0	290	0	9	0	1	0	3	0	0	0	2	1	0	52	13	0	0	26	2	68	0	0	0	0	0	0	0	0	0	0	0	42	0	0	3	31	0	0	0	29	0	76	1	31	5	20	0	26	0	0	34	0	0	0	0
ZNF93 (ENSG00000184635)	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	43	15	0	0	0	48	0	0	0	16	154	0	7	0	11	0	21	0	1	0	32	0	0	0	0	0	0	0	132	0	1	0	0	0	51	0	0	0	91	0	0	59	0	41	0	0	170	0	0	0	0	0	0	0	0	2	0	0	0	0	271	0	0	148	0	0	16	2	0	0	50	0	0	134	0	0	0	15	0	0	0	0	0	0
SEPT9 (ENSG00000184640)	40	0	43	0	0	101	0	0	28	0	132	0	0	0	0	0	2	0	0	26	140	0	0	107	0	0	77	0	15	49	245	83	0	0	0	0	0	0	0	0	0	0	32	6	0	36	1	51	0	3	0	0	0	114	151	0	9	16	0	11	0	0	0	0	0	8	31	65	0	0	0	0	0	0	0	0	0	51	0	1	0	0	37	77	0	0	115	0	0	34	38	0	0	3	0	0	0	0	0	8
CDCA2 (ENSG00000184661)	0	0	0	0	0	0	28	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	84	0	33	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
? (ENSG00000184674)	0	0	0	75	0	0	0	0	51	0	0	260	0	0	0	0	11	227	0	0	0	0	1	0	0	62	0	0	0	0	0	0	0	0	2	133	0	0	0	1	0	132	0	35	0	0	122	0	0	0	0	52	0	85	0	46	0	229	0	0	0	0	16	266	0	0	0	0	0	15	0	0	88	0	0	0	15	0	0	0	37	0	0	2	0	0	0	169	85	0	308	2	273	13	0	110	0	105	0	0
AMER1 (ENSG00000184675)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB40 (ENSG00000184677)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	186	0	0	0	0	0	8	0	16	0	0	0	63	0	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	16	0	0	0	7	0	0	0	13	0	0	0	1	0	14	295	0	0	0	2	0	0	2	0	0	0	47	49	11	0	0	0	0	0	0	0	0	0	0	1	0	0	14
HIST2H2BE (ENSG00000184678)	1	0	0	0	0	0	0	5	95	0	1	0	0	0	0	48	2	0	0	0	0	0	283	0	0	0	0	0	126	2	0	0	0	3	0	194	1	0	79	0	0	0	0	0	0	104	131	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	30	2	25	106	0	0	0	1	0	0	0	3	10	0	0	0	0	0	230	0	0	0	0	0	0	2	20	4	138	7	0	0	0	0	381	104
PRR33 (ENSG00000184682)	0	0	46	8	3	0	5	0	0	0	28	0	20	0	0	0	1	370	10	30	0	11	33	39	16	12	0	0	106	36	25	0	1	2	0	11	23	3	5	0	0	8	4	0	0	0	41	0	0	0	32	4	0	0	0	2	0	0	0	2	4	0	36	0	16	0	16	0	0	17	1	2	0	54	0	0	0	0	1	0	0	0	1	8	26	0	19	0	0	9	0	0	0	0	0	0	2	0	6	28
SEPT5 (ENSG00000184702)	0	0	0	0	17	0	57	0	108	166	0	0	65	16	99	0	0	0	149	0	0	59	2	137	1	0	0	0	0	0	0	94	1	0	21	146	0	12	0	314	120	0	0	0	575	0	0	0	2	0	0	0	0	168	0	0	0	0	11	0	0	0	268	0	0	0	0	51	0	178	155	0	0	1	44	0	0	0	0	38	0	110	0	0	0	43	0	181	0	0	0	70	0	0	80	0	0	0	0	0
EIF4ENIF1 (ENSG00000184708)	2	0	0	25	0	0	0	0	0	142	0	0	0	0	0	1	0	0	187	0	0	54	0	0	0	0	0	0	0	0	0	7	0	0	0	0	71	0	0	115	0	0	144	62	0	0	1	0	0	0	59	0	0	22	1	0	0	16	0	37	0	1	4	103	0	0	0	100	54	0	0	0	0	28	0	4	209	0	0	3	41	0	0	0	1	52	0	0	0	0	0	0	218	58	0	0	36	0	0	0
LRRC26 (ENSG00000184709)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	4	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SERINC4 (ENSG00000184716)	126	1	0	0	0	43	0	0	0	0	3	0	112	1	0	0	0	0	119	0	0	1	12	0	251	2	0	0	1	0	0	0	63	0	0	0	52	0	0	0	0	0	52	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	123	0	0	55	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	26	59	0	44	46	0	11	35	0	0	0	0	3	0	38
RNLS (ENSG00000184719)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	8	45	0	0	0	0	0	0	56	0	0	0	52	21	0	0	0	1	0	7	0	1	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	65	0	0	0	38	0	0	0	0	0	0	0	60	105	0	0	0	0	0	0	0	0	0	0
APOBR (ENSG00000184730)	0	0	0	0	0	59	0	0	0	0	0	0	198	0	0	0	67	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATL3 (ENSG00000184743)	0	19	0	0	0	237	0	0	58	0	0	0	134	0	0	1	5	1	0	20	23	11	2	1	0	0	0	0	7	51	0	74	0	0	0	0	0	91	6	41	4	190	0	0	0	0	3	102	0	0	33	0	0	0	2	0	45	0	0	0	0	0	5	86	1	0	0	0	5	1	11	0	0	0	72	0	0	0	0	6	0	0	0	0	2	57	20	40	0	0	9	0	0	15	11	0	88	0	0	0
NDUFA12 (ENSG00000184752)	2	57	42	47	0	103	44	0	0	107	26	103	128	52	15	103	24	131	92	249	29	71	126	30	95	43	134	62	92	30	238	144	48	12	3	0	178	12	43	17	57	101	52	5	47	145	1	109	78	13	79	24	51	0	142	0	98	60	152	26	7	32	226	29	1	12	24	24	0	0	43	0	69	33	80	112	327	128	0	18	54	1	0	151	29	22	174	111	196	0	81	5	83	37	30	44	64	237	0	19
? (ENSG00000184779)	0	3	4	0	0	5	0	1	2	4	2	1	3	0	1	1	2	2	5	1	9	5	2	2	8	1	1	0	1	2	5	0	3	0	3	3	5	1	9	6	0	1	3	3	3	5	1	1	0	0	3	0	3	0	0	0	11	0	0	1	1	0	2	2	0	1	0	4	0	0	0	4	2	6	1	0	4	3	1	1	0	4	1	3	2	0	9	1	1	5	1	0	1	0	1	2	1	3	6	0
SMIM10 (ENSG00000184785)	0	0	0	0	33	0	0	290	0	16	0	0	113	35	1	0	92	0	0	0	0	0	97	0	0	92	0	0	0	81	0	109	0	27	0	0	15	26	0	0	38	0	0	2	0	0	1	1	0	1	1	0	0	0	2	0	0	123	0	0	32	1	0	43	0	4	0	0	0	0	0	0	0	0	0	0	118	0	0	142	0	0	0	0	0	0	0	56	26	0	0	0	206	0	0	0	0	0	0	85
TCTE3 (ENSG00000184786)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	25	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2G2 (ENSG00000184787)	136	138	122	0	0	62	147	0	43	72	43	36	0	92	51	0	1	435	0	108	1	76	169	155	0	90	2	0	61	105	61	37	15	52	140	0	26	0	0	1	24	276	39	33	189	0	86	58	2	0	109	0	0	0	21	52	11	109	92	42	114	0	9	19	3	36	9	0	0	0	3	67	206	1	0	7	0	49	0	27	76	0	17	227	35	31	122	1	13	257	150	2	48	19	0	0	148	434	142	67
